| 2025-09-18 16:17:17 | ERROR    | WebSocketHandler     | WebSocket error: Handshake status 502 Bad Gateway -+-+- {'server': 'openresty', 'date': 'Thu, 18 Sep 2025 14:17:16 GMT', 'content-type': 'text/html', 'content-length': '154', 'connection': 'keep-alive', 'strict-transport-security': 'max-age=63072000; preload'} -+-+- b'<html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>openresty</center>\r\n</body>\r\n</html>\r\n'
| 2025-09-18 16:17:39 | ERROR    | WebSocketHandler     | WebSocket error: Handshake status 502 Bad Gateway -+-+- {'server': 'openresty', 'date': 'Thu, 18 Sep 2025 14:17:39 GMT', 'content-type': 'text/html', 'content-length': '154', 'connection': 'keep-alive', 'strict-transport-security': 'max-age=63072000; preload'} -+-+- b'<html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>openresty</center>\r\n</body>\r\n</html>\r\n'
| 2025-09-18 16:17:39 | INFO     | WebSocketHandler     | Connection closed: None None
| 2025-09-18 16:17:40 | ERROR    | WebSocketHandler     | WebSocket error: Handshake status 502 Bad Gateway -+-+- {'server': 'openresty', 'date': 'Thu, 18 Sep 2025 14:17:40 GMT', 'content-type': 'text/html', 'content-length': '154', 'connection': 'keep-alive', 'strict-transport-security': 'max-age=63072000; preload'} -+-+- b'<html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>openresty</center>\r\n</body>\r\n</html>\r\n'
| 2025-09-18 16:17:40 | INFO     | WebSocketHandler     | Connection closed: None None
| 2025-09-18 16:17:41 | ERROR    | WebSocketHandler     | WebSocket error: Handshake status 502 Bad Gateway -+-+- {'server': 'openresty', 'date': 'Thu, 18 Sep 2025 14:17:41 GMT', 'content-type': 'text/html', 'content-length': '154', 'connection': 'keep-alive', 'strict-transport-security': 'max-age=63072000; preload'} -+-+- b'<html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>openresty</center>\r\n</body>\r\n</html>\r\n'
| 2025-09-18 16:17:41 | INFO     | WebSocketHandler     | Connection closed: None None
| 2025-09-18 16:17:42 | ERROR    | WebSocketHandler     | WebSocket error: Handshake status 502 Bad Gateway -+-+- {'server': 'openresty', 'date': 'Thu, 18 Sep 2025 14:17:42 GMT', 'content-type': 'text/html', 'content-length': '154', 'connection': 'keep-alive', 'strict-transport-security': 'max-age=63072000; preload'} -+-+- b'<html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>openresty</center>\r\n</body>\r\n</html>\r\n'
| 2025-09-18 16:17:42 | INFO     | WebSocketHandler     | Connection closed: None None
| 2025-09-18 16:17:43 | ERROR    | WebSocketHandler     | WebSocket error: Handshake status 502 Bad Gateway -+-+- {'server': 'openresty', 'date': 'Thu, 18 Sep 2025 14:17:43 GMT', 'content-type': 'text/html', 'content-length': '154', 'connection': 'keep-alive', 'strict-transport-security': 'max-age=63072000; preload'} -+-+- b'<html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>openresty</center>\r\n</body>\r\n</html>\r\n'
| 2025-09-18 16:17:44 | INFO     | WebSocketHandler     | Connection closed: None None
| 2025-09-18 16:17:44 | ERROR    | WebSocketHandler     | WebSocket error: Handshake status 502 Bad Gateway -+-+- {'server': 'openresty', 'date': 'Thu, 18 Sep 2025 14:17:44 GMT', 'content-type': 'text/html', 'content-length': '154', 'connection': 'keep-alive', 'strict-transport-security': 'max-age=63072000; preload'} -+-+- b'<html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>openresty</center>\r\n</body>\r\n</html>\r\n'
| 2025-09-18 16:17:45 | INFO     | WebSocketHandler     | Connection closed: None None
| 2025-09-18 16:17:46 | ERROR    | WebSocketHandler     | WebSocket error: Handshake status 502 Bad Gateway -+-+- {'server': 'openresty', 'date': 'Thu, 18 Sep 2025 14:17:45 GMT', 'content-type': 'text/html', 'content-length': '154', 'connection': 'keep-alive', 'strict-transport-security': 'max-age=63072000; preload'} -+-+- b'<html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>openresty</center>\r\n</body>\r\n</html>\r\n'
| 2025-09-18 16:17:46 | INFO     | WebSocketHandler     | Connection closed: None None
| 2025-09-18 16:17:47 | ERROR    | WebSocketHandler     | WebSocket error: Handshake status 502 Bad Gateway -+-+- {'server': 'openresty', 'date': 'Thu, 18 Sep 2025 14:17:47 GMT', 'content-type': 'text/html', 'content-length': '154', 'connection': 'keep-alive', 'strict-transport-security': 'max-age=63072000; preload'} -+-+- b'<html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>openresty</center>\r\n</body>\r\n</html>\r\n'
| 2025-09-18 16:17:47 | INFO     | WebSocketHandler     | Connection closed: None None
| 2025-09-18 16:17:48 | ERROR    | WebSocketHandler     | WebSocket error: Handshake status 502 Bad Gateway -+-+- {'server': 'openresty', 'date': 'Thu, 18 Sep 2025 14:17:48 GMT', 'content-type': 'text/html', 'content-length': '154', 'connection': 'keep-alive', 'strict-transport-security': 'max-age=63072000; preload'} -+-+- b'<html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>openresty</center>\r\n</body>\r\n</html>\r\n'
| 2025-09-18 16:17:48 | INFO     | WebSocketHandler     | Connection closed: None None
| 2025-09-18 16:17:50 | ERROR    | WebSocketHandler     | WebSocket error: Handshake status 502 Bad Gateway -+-+- {'server': 'openresty', 'date': 'Thu, 18 Sep 2025 14:17:49 GMT', 'content-type': 'text/html', 'content-length': '154', 'connection': 'keep-alive', 'strict-transport-security': 'max-age=63072000; preload'} -+-+- b'<html>\r\n<head><title>502 Bad Gateway</title></head>\r\n<body>\r\n<center><h1>502 Bad Gateway</h1></center>\r\n<hr><center>openresty</center>\r\n</body>\r\n</html>\r\n'
| 2025-09-18 16:17:50 | INFO     | WebSocketHandler     | Connection closed: None None
